;Datum;Von;bis;MW;Onshore MW;Offshore MW
Maximum;04.03.2019;13:00;13:15;16.217,058;15.206,014;1.011,044
Minimum;30.08.2019;07:45;08:00;54,575;26,139;28,436

"Datum";"Von";"bis";"MW";"Onshore MW";"Offshore MW";
12.11.2019;23:30;23:45;3.436,758;3.141,867;294,891;
12.11.2019;23:45;00:00;3.355,284;3.073,561;281,723;
13.11.2019;00:00;00:15;3.521,793;3.208,978;312,815;
13.11.2019;00:15;00:30;3.419,902;3.121,112;298,79;
13.11.2019;00:30;00:45;3.317,934;3.033,166;284,768;
13.11.2019;00:45;01:00;3.220,669;2.949,908;270,761;
13.11.2019;01:00;01:15;3.139,716;2.882,937;256,779;
13.11.2019;01:15;01:30;3.079,654;2.830,71;248,944;
13.11.2019;01:30;01:45;3.020,595;2.779,488;241,107;
13.11.2019;01:45;02:00;2.969,141;2.735,869;233,272;
13.11.2019;02:00;02:15;2.850,726;2.625,288;225,438;
13.11.2019;02:15;02:30;2.813,711;2.590,987;222,724;
13.11.2019;02:30;02:45;2.776,406;2.556,395;220,011;
13.11.2019;02:45;03:00;2.740,705;2.523,404;217,301;
13.11.2019;03:00;03:15;2.705,937;2.491,342;214,595;
13.11.2019;03:15;03:30;2.656,4;2.445,126;211,274;
13.11.2019;03:30;03:45;2.606,658;2.398,706;207,952;
13.11.2019;03:45;04:00;2.560,148;2.355,516;204,632;
13.11.2019;04:00;04:15;2.514,557;2.313,244;201,313;
13.11.2019;04:15;04:30;2.509,199;2.309,577;199,622;
13.11.2019;04:30;04:45;2.504,593;2.306,651;197,942;
13.11.2019;04:45;05:00;2.504,254;2.307,984;196,27;
13.11.2019;05:00;05:15;2.508,49;2.313,888;194,602;
13.11.2019;05:15;05:30;2.528,711;2.339,697;189,014;
13.11.2019;05:30;05:45;2.549,675;2.366,247;183,428;
13.11.2019;05:45;06:00;2.572,25;2.394,41;177,84;
13.11.2019;06:00;06:15;2.579,176;2.406,921;172,255;
13.11.2019;06:15;06:30;2.615,072;2.439,489;175,583;
13.11.2019;06:30;06:45;2.650,967;2.472,056;178,911;
13.11.2019;06:45;07:00;2.686,828;2.504,587;182,241;
13.11.2019;07:00;07:15;2.718,355;2.532,783;185,572;
13.11.2019;07:15;07:30;2.704,018;2.513,978;190,04;
13.11.2019;07:30;07:45;2.687,967;2.493,456;194,511;
13.11.2019;07:45;08:00;2.675,832;2.476,847;198,985;
13.11.2019;08:00;08:15;2.663,665;2.460,202;203,463;
13.11.2019;08:15;08:30;2.637,468;2.431,96;205,508;
13.11.2019;08:30;08:45;2.610,443;2.402,884;207,559;
13.11.2019;08:45;09:00;2.579,786;2.370,167;209,619;
13.11.2019;09:00;09:15;2.551,08;2.339,395;211,685;
13.11.2019;09:15;09:30;2.471,788;2.252,266;219,522;
13.11.2019;09:30;09:45;2.390,724;2.163,364;227,36;
13.11.2019;09:45;10:00;2.308,162;2.072,963;235,199;
13.11.2019;10:00;10:15;2.231,066;1.988,028;243,038;
13.11.2019;10:15;10:30;2.149,029;1.908,23;240,799;
13.11.2019;10:30;10:45;2.071,615;1.833,054;238,561;
13.11.2019;10:45;11:00;2.003,646;1.767,325;236,321;
13.11.2019;11:00;11:15;1.932,702;1.698,618;234,084;
13.11.2019;11:15;11:30;1.905,695;1.679,275;226,42;
13.11.2019;11:30;11:45;1.878,146;1.659,389;218,757;
13.11.2019;11:45;12:00;1.856,315;1.645,218;211,097;
13.11.2019;12:00;12:15;1.834,954;1.631,516;203,438;
13.11.2019;12:15;12:30;1.803,391;1.607,916;195,475;
13.11.2019;12:30;12:45;1.771,063;1.583,549;187,514;
13.11.2019;12:45;13:00;1.734,879;1.555,325;179,554;
13.11.2019;13:00;13:15;1.697,672;1.526,074;171,598;
13.11.2019;13:15;13:30;1.697,27;1.526,974;170,296;
13.11.2019;13:30;13:45;1.697,822;1.528,82;169,002;
13.11.2019;13:45;14:00;1.700,61;1.532,89;167,72;
13.11.2019;14:00;14:15;1.707,329;1.540,884;166,445;
13.11.2019;14:15;14:30;1.715,364;1.549,476;165,888;
13.11.2019;14:30;14:45;1.723,259;1.557,928;165,331;
13.11.2019;14:45;15:00;1.738,527;1.573,755;164,772;
13.11.2019;15:00;15:15;1.754,36;1.590,148;164,212;
13.11.2019;15:15;15:30;1.788,603;1.620,324;168,279;
13.11.2019;15:30;15:45;1.824,327;1.651,984;172,343;
13.11.2019;15:45;16:00;1.862,448;1.686,042;176,406;
13.11.2019;16:00;16:15;1.904,984;1.724,516;180,468;
13.11.2019;16:15;16:30;1.970,165;1.781,228;188,937;
13.11.2019;16:30;16:45;2.038,273;1.840,867;197,406;
13.11.2019;16:45;17:00;2.096,544;1.890,668;205,876;
13.11.2019;17:00;17:15;2.154,469;1.940,12;214,349;
13.11.2019;17:15;17:30;2.191,867;1.968,47;223,397;
13.11.2019;17:30;17:45;2.229,811;1.997,364;232,447;
13.11.2019;17:45;18:00;2.259,436;2.017,939;241,497;
13.11.2019;18:00;18:15;2.290,028;2.039,478;250,55;
13.11.2019;18:15;18:30;2.297,86;2.045,625;252,235;
13.11.2019;18:30;18:45;2.310,018;2.056,098;253,92;
13.11.2019;18:45;19:00;2.326,38;2.070,772;255,608;
13.11.2019;19:00;19:15;2.342,722;2.085,426;257,296;
13.11.2019;19:15;19:30;2.281,44;2.039,858;241,582;
13.11.2019;19:30;19:45;2.218,15;1.992,278;225,872;
13.11.2019;19:45;20:00;2.154,177;1.944,008;210,169;
13.11.2019;20:00;20:15;2.089,234;1.894,762;194,472;
13.11.2019;20:15;20:30;2.019,76;1.841,527;178,233;
13.11.2019;20:30;20:45;1.954,108;1.792,111;161,997;
13.11.2019;20:45;21:00;1.895,084;1.749,315;145,769;
13.11.2019;21:00;21:15;1.829,568;1.700,02;129,548;
13.11.2019;21:15;21:30;1.776,369;1.658;118,369;
13.11.2019;21:30;21:45;1.721,41;1.614,198;107,212;
13.11.2019;21:45;22:00;1.667,195;1.571,125;96,07;
13.11.2019;22:00;22:15;1.633,377;1.548,433;84,944;
13.11.2019;22:15;22:30;1.586,358;1.507,411;78,947;
13.11.2019;22:30;22:45;1.539,467;1.466,495;72,972;
13.11.2019;22:45;23:00;1.492,722;1.425,707;67,015;
13.11.2019;23:00;23:15;1.452,821;1.391,725;61,096;
13.11.2019;23:15;23:30;1.420,401;1.364,634;55,767;
13.11.2019;23:30;23:45;1.396,798;1.346,247;50,551;
13.11.2019;23:45;00:00;1.371,147;1.325,587;45,56;
14.11.2019;00:00;00:15;2.298,969;2.257,659;41,31;
14.11.2019;00:15;00:30;2.301,707;2.261,627;40,08;
14.11.2019;00:30;00:45;2.303,918;2.265,068;38,85;
14.11.2019;00:45;01:00;2.305,899;2.268,279;37,62;
14.11.2019;01:00;01:15;2.322,696;2.286,306;36,39;
14.11.2019;01:15;01:30;2.277,842;2.241,152;36,69;
14.11.2019;01:30;01:45;2.234,324;2.197,333;36,991;
14.11.2019;01:45;02:00;2.191,22;2.153,928;37,292;
14.11.2019;02:00;02:15;2.102,539;2.064,945;37,594;
14.11.2019;02:15;02:30;2.054,332;2.014,644;39,688;
14.11.2019;02:30;02:45;2.006,553;1.964,771;41,782;
14.11.2019;02:45;03:00;1.961,36;1.917,483;43,877;
14.11.2019;03:00;03:15;1.916,662;1.870,691;45,971;
14.11.2019;03:15;03:30;1.871,46;1.824,035;47,425;
14.11.2019;03:30;03:45;1.827,207;1.778,325;48,882;
14.11.2019;03:45;04:00;1.780,634;1.730,296;50,338;
14.11.2019;04:00;04:15;1.736,204;1.684,407;51,797;
14.11.2019;04:15;04:30;1.719,94;1.662,903;57,037;
14.11.2019;04:30;04:45;1.704,859;1.642,573;62,286;
14.11.2019;04:45;05:00;1.686,184;1.618,638;67,546;
14.11.2019;05:00;05:15;1.672,559;1.599,746;72,813;
14.11.2019;05:15;05:30;1.674,753;1.597,506;77,247;
14.11.2019;05:30;05:45;1.679,275;1.597,577;81,698;
14.11.2019;05:45;06:00;1.681,278;1.595,115;86,163;
14.11.2019;06:00;06:15;1.680,075;1.589,431;90,644;
14.11.2019;06:15;06:30;1.716,05;1.620,761;95,289;
14.11.2019;06:30;06:45;1.752,197;1.652,246;99,951;
14.11.2019;06:45;07:00;1.786,336;1.681,711;104,625;
14.11.2019;07:00;07:15;1.794,685;1.709,723;84,962;
14.11.2019;07:15;07:30;1.808,665;1.721,242;87,423;
14.11.2019;07:30;07:45;1.819,634;1.729,719;89,915;
14.11.2019;07:45;08:00;1.832,101;1.739,678;92,423;
14.11.2019;08:00;08:15;1.873,921;1.778,967;94,954;
14.11.2019;08:15;08:30;1.851,28;1.753,588;97,692;
14.11.2019;08:30;08:45;1.831,88;1.731,444;100,436;
14.11.2019;08:45;09:00;1.802,909;1.699,722;103,187;
14.11.2019;09:00;09:15;1.776,066;1.670,126;105,94;
14.11.2019;09:15;09:30;1.687,012;1.578,317;108,695;
14.11.2019;09:30;09:45;1.603,767;1.492,313;111,454;
14.11.2019;09:45;10:00;1.526,409;1.412,188;114,221;
14.11.2019;10:00;10:15;1.444,136;1.327,143;116,993;
14.11.2019;10:15;10:30;1.368,487;1.257,757;110,73;
14.11.2019;10:30;10:45;1.293,23;1.188,732;104,498;
14.11.2019;10:45;11:00;1.229,464;1.131,174;98,29;
14.11.2019;11:00;11:15;1.166,157;1.074,046;92,111;
14.11.2019;11:15;11:30;1.147,698;1.060,597;87,101;
14.11.2019;11:30;11:45;1.129,96;1.047,844;82,116;
14.11.2019;11:45;12:00;1.117,39;1.040,222;77,168;
14.11.2019;12:00;12:15;1.105,914;1.033,649;72,265;
14.11.2019;12:15;12:30;1.095,883;1.028,071;67,812;
14.11.2019;12:30;12:45;1.099,064;1.035,696;63,368;
14.11.2019;12:45;13:00;1.104,652;1.045,716;58,936;
14.11.2019;13:00;13:15;1.114,874;1.060,36;54,514;
14.11.2019;13:15;13:30;1.187,999;1.136,806;51,193;
14.11.2019;13:30;13:45;1.276,603;1.228,733;47,87;
14.11.2019;13:45;14:00;1.372,514;1.327,963;44,551;
14.11.2019;14:00;14:15;1.486,129;1.444,898;41,231;
14.11.2019;14:15;14:30;1.609,198;1.570,156;39,042;
14.11.2019;14:30;14:45;1.733,4;1.696,535;36,865;
14.11.2019;14:45;15:00;1.870,036;1.835,34;34,696;
14.11.2019;15:00;15:15;2.013,276;1.980,741;32,535;
14.11.2019;15:15;15:30;2.311,338;2.277,814;33,524;
14.11.2019;15:30;15:45;2.625,914;2.591,401;34,513;
14.11.2019;15:45;16:00;2.956,939;2.921,437;35,502;
14.11.2019;16:00;16:15;3.307,485;3.270,994;36,491;
14.11.2019;16:15;16:30;3.604,844;3.564,181;40,663;
14.11.2019;16:30;16:45;3.916,888;3.872,047;44,841;
14.11.2019;16:45;17:00;4.250,4;4.201,369;49,031;
14.11.2019;17:00;17:15;4.589,678;4.536,444;53,234;
14.11.2019;17:15;17:30;4.855,955;4.796,221;59,734;
14.11.2019;17:30;17:45;5.108,02;5.041,773;66,247;
14.11.2019;17:45;18:00;5.397,674;5.324,897;72,777;
14.11.2019;18:00;18:15;5.696,7;5.617,37;79,33;
14.11.2019;18:15;18:30;5.866,749;5.776,787;89,962;
14.11.2019;18:30;18:45;6.041,427;5.940,823;100,604;
14.11.2019;18:45;19:00;6.165,504;6.054,252;111,252;
14.11.2019;19:00;19:15;6.287,084;6.165,176;121,908;
14.11.2019;19:15;19:30;6.364,887;6.226,167;138,72;
14.11.2019;19:30;19:45;6.443,964;6.288,427;155,537;
14.11.2019;19:45;20:00;6.474,721;6.302,365;172,356;
14.11.2019;20:00;20:15;6.532,718;6.343,537;189,181;
14.11.2019;20:15;20:30;6.613,506;6.412,747;200,759;
14.11.2019;20:30;20:45;6.695,286;6.482,898;212,388;
14.11.2019;20:45;21:00;6.776,206;6.552,156;224,05;
14.11.2019;21:00;21:15;6.849,643;6.613,9;235,743;
14.11.2019;21:15;21:30;6.912,189;6.664,516;247,673;
14.11.2019;21:30;21:45;6.974,072;6.714,468;259,604;
14.11.2019;21:45;22:00;7.039,157;6.767,622;271,535;
14.11.2019;22:00;22:15;7.098,518;6.815,056;283,462;
14.11.2019;22:15;22:30;7.152,07;6.858,417;293,653;
14.11.2019;22:30;22:45;7.206,558;6.902,715;303,843;
14.11.2019;22:45;23:00;7.244,914;6.930,883;314,031;
14.11.2019;23:00;23:15;7.286,453;6.962,233;324,22;
14.11.2019;23:15;23:30;7.331,535;6.993,389;338,146;
14.11.2019;23:30;23:45;7.382,046;7.029,018;353,028;
14.11.2019;23:45;00:00;7.426,945;7.057,475;369,47;
15.11.2019;00:00;00:15;8.498,8;7.915,164;583,636;
15.11.2019;00:15;00:30;8.581,646;7.981,735;599,911;
15.11.2019;00:30;00:45;8.664,242;8.048,053;616,189;
15.11.2019;00:45;01:00;8.746,95;8.114,48;632,47;
15.11.2019;01:00;01:15;8.843,864;8.195,107;648,757;
15.11.2019;01:15;01:30;8.914,417;8.236,874;677,543;
15.11.2019;01:30;01:45;8.984,417;8.278,092;706,325;
15.11.2019;01:45;02:00;9.055,986;8.320,88;735,106;
15.11.2019;02:00;02:15;9.213,254;8.449,377;763,877;
15.11.2019;02:15;02:30;9.291,321;8.497,701;793,62;
15.11.2019;02:30;02:45;9.367,112;8.543,764;823,348;
15.11.2019;02:45;03:00;9.439,079;8.586,034;853,045;
15.11.2019;03:00;03:15;9.511,544;8.628,857;882,687;
15.11.2019;03:15;03:30;9.586,205;8.676,647;909,558;
15.11.2019;03:30;03:45;9.660,882;8.724,497;936,385;
15.11.2019;03:45;04:00;9.730,178;8.766,994;963,184;
15.11.2019;04:00;04:15;9.798,698;8.808,815;989,883;
15.11.2019;04:15;04:30;9.848,452;8.849,629;998,823;
15.11.2019;04:30;04:45;9.899,684;8.892,008;1.007,676;
15.11.2019;04:45;05:00;9.951,571;8.935,15;1.016,421;
15.11.2019;05:00;05:15;10.005,655;8.980,523;1.025,132;
15.11.2019;05:15;05:30;10.043,046;9.014,928;1.028,118;
15.11.2019;05:30;05:45;10.075,6;9.044,5;1.031,1;
15.11.2019;05:45;06:00;10.109,267;9.075,194;1.034,073;
15.11.2019;06:00;06:15;10.176,802;9.139,767;1.037,035;
15.11.2019;06:15;06:30;10.209,761;9.169,536;1.040,225;
15.11.2019;06:30;06:45;10.242,427;9.199,022;1.043,405;
15.11.2019;06:45;07:00;10.274,942;9.228,364;1.046,578;
15.11.2019;07:00;07:15;10.301,955;9.252,211;1.049,744;
15.11.2019;07:15;07:30;10.272,246;9.222,26;1.049,986;
15.11.2019;07:30;07:45;10.241,855;9.191,627;1.050,228;
15.11.2019;07:45;08:00;10.201,839;9.151,37;1.050,469;
15.11.2019;08:00;08:15;10.161,007;9.110,299;1.050,708;
15.11.2019;08:15;08:30;10.089,214;9.038,422;1.050,792;
15.11.2019;08:30;08:45;10.017,511;8.966,636;1.050,875;
15.11.2019;08:45;09:00;9.935,34;8.884,383;1.050,957;
15.11.2019;09:00;09:15;9.853,968;8.802,931;1.051,037;
15.11.2019;09:15;09:30;9.745,297;8.694,325;1.050,972;
15.11.2019;09:30;09:45;9.638,987;8.588,082;1.050,905;
15.11.2019;09:45;10:00;9.538,768;8.487,929;1.050,839;
15.11.2019;10:00;10:15;9.441,98;8.391,207;1.050,773;
15.11.2019;10:15;10:30;9.298,029;8.247,251;1.050,778;
15.11.2019;10:30;10:45;9.158,265;8.107,483;1.050,782;
15.11.2019;10:45;11:00;9.021,023;7.970,237;1.050,786;
15.11.2019;11:00;11:15;8.880,667;7.829,877;1.050,79;
15.11.2019;11:15;11:30;8.760,295;7.709,448;1.050,847;
15.11.2019;11:30;11:45;8.635,585;7.584,681;1.050,904;
15.11.2019;11:45;12:00;8.510,286;7.459,326;1.050,96;
15.11.2019;12:00;12:15;8.388,868;7.337,85;1.051,018;
15.11.2019;12:15;12:30;8.266,309;7.216,18;1.050,129;
15.11.2019;12:30;12:45;8.136,886;7.087,653;1.049,233;
15.11.2019;12:45;13:00;7.998,58;6.950,246;1.048,334;
15.11.2019;13:00;13:15;7.860,169;6.812,741;1.047,428;
15.11.2019;13:15;13:30;7.750,009;6.703,331;1.046,678;
15.11.2019;13:30;13:45;7.641,45;6.595,521;1.045,929;
15.11.2019;13:45;14:00;7.536,25;6.491,071;1.045,179;
15.11.2019;14:00;14:15;7.482,002;6.437,573;1.044,429;
15.11.2019;14:15;14:30;7.382,472;6.338,4;1.044,072;
15.11.2019;14:30;14:45;7.282,474;6.238,76;1.043,714;
15.11.2019;14:45;15:00;7.198,946;6.155,595;1.043,351;
15.11.2019;15:00;15:15;7.118,798;6.075,812;1.042,986;
15.11.2019;15:15;15:30;7.093,6;6.049,523;1.044,077;
15.11.2019;15:30;15:45;7.067,708;6.022,54;1.045,168;
15.11.2019;15:45;16:00;7.041,827;5.995,569;1.046,258;
15.11.2019;16:00;16:15;7.016,944;5.969,598;1.047,346;
15.11.2019;16:15;16:30;6.987,717;5.939,807;1.047,91;
15.11.2019;16:30;16:45;6.960,131;5.911,675;1.048,456;
15.11.2019;16:45;17:00;6.928,754;5.879,805;1.048,949;
15.11.2019;17:00;17:15;6.897,808;5.848,323;1.049,485;
15.11.2019;17:15;17:30;6.850,703;5.801,436;1.049,267;
15.11.2019;17:30;17:45;6.807,582;5.758,49;1.049,092;
15.11.2019;17:45;18:00;6.762,101;5.713,24;1.048,861;
15.11.2019;18:00;18:15;6.714,068;5.665,457;1.048,611;
15.11.2019;18:15;18:30;6.647,465;5.600,636;1.046,829;
15.11.2019;18:30;18:45;6.581,097;5.536,055;1.045,042;
15.11.2019;18:45;19:00;6.519,067;5.475,815;1.043,252;
15.11.2019;19:00;19:15;6.454,884;5.413,422;1.041,462;
15.11.2019;19:15;19:30;6.354,374;5.318,081;1.036,293;
15.11.2019;19:30;19:45;6.258,097;5.226,972;1.031,125;
15.11.2019;19:45;20:00;6.166,288;5.140,335;1.025,953;
15.11.2019;20:00;20:15;6.077,403;5.056,624;1.020,779;
15.11.2019;20:15;20:30;5.993,552;4.978,817;1.014,735;
15.11.2019;20:30;20:45;5.912,48;4.903,842;1.008,638;
15.11.2019;20:45;21:00;5.829,957;4.827,482;1.002,475;
15.11.2019;21:00;21:15;5.742,701;4.746,453;996,248;
15.11.2019;21:15;21:30;5.655,259;4.663,657;991,602;
15.11.2019;21:30;21:45;5.570,264;4.583,329;986,935;
15.11.2019;21:45;22:00;5.480,78;4.498,539;982,241;
15.11.2019;22:00;22:15;5.405,3;4.427,769;977,531;
15.11.2019;22:15;22:30;5.320,152;4.346,107;974,045;
15.11.2019;22:30;22:45;5.234,525;4.263,974;970,551;
15.11.2019;22:45;23:00;5.147,794;4.180,743;967,051;
15.11.2019;23:00;23:15;5.065,42;4.101,876;963,544;
15.11.2019;23:15;23:30;5.003,175;4.038,864;964,311;
15.11.2019;23:30;23:45;4.947,064;3.982,313;964,751;
15.11.2019;23:45;00:00;4.903,835;3.939,004;964,831;
16.11.2019;00:00;00:15;3.669,12;2.741,245;927,875;
16.11.2019;00:15;00:30;3.614,948;2.699,49;915,458;
16.11.2019;00:30;00:45;3.562,583;2.659,545;903,038;
16.11.2019;00:45;01:00;3.521,167;2.630,557;890,61;
16.11.2019;01:00;01:15;3.482,53;2.604,35;878,18;
16.11.2019;01:15;01:30;3.465,425;2.592,132;873,293;
16.11.2019;01:30;01:45;3.452,773;2.584,368;868,405;
16.11.2019;01:45;02:00;3.448,004;2.584,489;863,515;
16.11.2019;02:00;02:15;3.386,941;2.528,316;858,625;
16.11.2019;02:15;02:30;3.391,128;2.538,083;853,045;
16.11.2019;02:30;02:45;3.399,091;2.551,627;847,464;
16.11.2019;02:45;03:00;3.408,382;2.566,502;841,88;
16.11.2019;03:00;03:15;3.423,757;2.587,464;836,293;
16.11.2019;03:15;03:30;3.414,565;2.589,199;825,366;
16.11.2019;03:30;03:45;3.407,749;2.593,315;814,434;
16.11.2019;03:45;04:00;3.403,568;2.600,068;803,5;
16.11.2019;04:00;04:15;3.402,468;2.609,904;792,564;
16.11.2019;04:15;04:30;3.395,401;2.615,667;779,734;
16.11.2019;04:30;04:45;3.390,875;2.623,989;766,886;
16.11.2019;04:45;05:00;3.382,423;2.628,388;754,035;
16.11.2019;05:00;05:15;3.384,05;2.642,882;741,168;
16.11.2019;05:15;05:30;3.427,645;2.686,305;741,34;
16.11.2019;05:30;05:45;3.472,249;2.730,744;741,505;
16.11.2019;05:45;06:00;3.509,033;2.767,368;741,665;
16.11.2019;06:00;06:15;3.528,428;2.786,606;741,822;
16.11.2019;06:15;06:30;3.573,99;2.830,746;743,244;
16.11.2019;06:30;06:45;3.618,295;2.873,631;744,664;
16.11.2019;06:45;07:00;3.656,858;2.910,778;746,08;
16.11.2019;07:00;07:15;3.692,38;2.944,885;747,495;
16.11.2019;07:15;07:30;3.700,98;2.946,711;754,269;
16.11.2019;07:30;07:45;3.708,24;2.947,198;761,042;
16.11.2019;07:45;08:00;3.724,781;2.956,972;767,809;
16.11.2019;08:00;08:15;3.739,724;2.965,148;774,576;
16.11.2019;08:15;08:30;3.759,286;2.990,365;768,921;
16.11.2019;08:30;08:45;3.778,652;3.015,392;763,26;
16.11.2019;08:45;09:00;3.795,774;3.038,176;757,598;
16.11.2019;09:00;09:15;3.816,59;3.064,657;751,933;
16.11.2019;09:15;09:30;3.835,835;3.090,529;745,306;
16.11.2019;09:30;09:45;3.860,085;3.121,408;738,677;
16.11.2019;09:45;10:00;3.885,858;3.153,812;732,046;
16.11.2019;10:00;10:15;3.909,658;3.184,24;725,418;
16.11.2019;10:15;10:30;3.966,05;3.240,763;725,287;
16.11.2019;10:30;10:45;4.023,778;3.298,624;725,154;
16.11.2019;10:45;11:00;4.089,814;3.364,795;725,019;
16.11.2019;11:00;11:15;4.162,022;3.437,141;724,881;
16.11.2019;11:15;11:30;4.230,843;3.515,764;715,079;
16.11.2019;11:30;11:45;4.303,524;3.598,252;705,272;
16.11.2019;11:45;12:00;4.378,757;3.683,299;695,458;
16.11.2019;12:00;12:15;4.459,183;3.773,544;685,639;
16.11.2019;12:15;12:30;4.540,171;3.851,835;688,336;
16.11.2019;12:30;12:45;4.623,178;3.932,164;691,014;
16.11.2019;12:45;13:00;4.700,214;4.006,536;693,678;
16.11.2019;13:00;13:15;4.781,12;4.084,816;696,304;
16.11.2019;13:15;13:30;4.777,13;4.066,854;710,276;
16.11.2019;13:30;13:45;4.771,625;4.047,393;724,232;
16.11.2019;13:45;14:00;4.768,967;4.030,803;738,164;
16.11.2019;14:00;14:15;4.779,796;4.027,723;752,073;
16.11.2019;14:15;14:30;4.765,913;3.989,771;776,142;
16.11.2019;14:30;14:45;4.753,291;3.953,106;800,185;
16.11.2019;14:45;15:00;4.743,675;3.919,462;824,213;
16.11.2019;15:00;15:15;4.737,763;3.889,542;848,221;
16.11.2019;15:15;15:30;4.717,995;3.852,577;865,418;
16.11.2019;15:30;15:45;4.697,626;3.815,047;882,579;
16.11.2019;15:45;16:00;4.681,799;3.782,109;899,69;
16.11.2019;16:00;16:15;4.670,28;3.753,519;916,761;
16.11.2019;16:15;16:30;4.662,762;3.747,344;915,418;
16.11.2019;16:30;16:45;4.653,782;3.739,717;914,065;
16.11.2019;16:45;17:00;4.642,247;3.729,536;912,711;
16.11.2019;17:00;17:15;4.631,377;3.720,022;911,355;
16.11.2019;17:15;17:30;4.630,93;3.717,891;913,039;
16.11.2019;17:30;17:45;4.631,621;3.716,898;914,723;
16.11.2019;17:45;18:00;4.618,929;3.702,523;916,406;
16.11.2019;18:00;18:15;4.607,344;3.689,255;918,089;
16.11.2019;18:15;18:30;4.581,793;3.656,762;925,031;
16.11.2019;18:30;18:45;4.537,855;3.605,884;931,971;
16.11.2019;18:45;19:00;4.478,197;3.539,283;938,914;
16.11.2019;19:00;19:15;4.391,478;3.445,624;945,854;
16.11.2019;19:15;19:30;4.272,418;3.332,785;939,633;
16.11.2019;19:30;19:45;4.172,832;3.239,422;933,41;
16.11.2019;19:45;20:00;4.084,404;3.157,228;927,176;
16.11.2019;20:00;20:15;3.999,073;3.078,153;920,92;
16.11.2019;20:15;20:30;3.912,743;2.998,595;914,148;
16.11.2019;20:30;20:45;3.826,424;2.919,089;907,335;
16.11.2019;20:45;21:00;3.745,644;2.845,143;900,501;
16.11.2019;21:00;21:15;3.660,096;2.766,44;893,656;
16.11.2019;21:15;21:30;3.576,692;2.692,929;883,763;
16.11.2019;21:30;21:45;3.495,09;2.621,227;873,863;
16.11.2019;21:45;22:00;3.410,363;2.546,404;863,959;
16.11.2019;22:00;22:15;3.318,601;2.464,549;854,052;
16.11.2019;22:15;22:30;3.218,375;2.387,815;830,56;
16.11.2019;22:30;22:45;3.117,262;2.310,295;806,967;
16.11.2019;22:45;23:00;3.018,97;2.235,681;783,289;
16.11.2019;23:00;23:15;2.927,207;2.167,713;759,494;
16.11.2019;23:15;23:30;2.837,717;2.098,83;738,887;
16.11.2019;23:30;23:45;2.750,407;2.031,185;719,222;
16.11.2019;23:45;00:00;2.663,168;1.961,378;701,79;
17.11.2019;00:00;00:15;3.765,804;2.756,438;1.009,366;
17.11.2019;00:15;00:30;3.600,319;2.598,69;1.001,629;
17.11.2019;00:30;00:45;3.433,976;2.440,114;993,862;
17.11.2019;00:45;01:00;3.269,592;2.283,542;986,05;
17.11.2019;01:00;01:15;3.119,463;2.141,312;978,151;
17.11.2019;01:15;01:30;3.015,809;2.057,734;958,075;
17.11.2019;01:30;01:45;2.921,752;1.983,799;937,953;
17.11.2019;01:45;02:00;2.841,216;1.923,424;917,792;
17.11.2019;02:00;02:15;2.707,141;1.809,555;897,586;
17.11.2019;02:15;02:30;2.654,023;1.777,838;876,185;
17.11.2019;02:30;02:45;2.606,337;1.751,562;854,775;
17.11.2019;02:45;03:00;2.559,195;1.725,842;833,353;
17.11.2019;03:00;03:15;2.512,713;1.700,799;811,914;
17.11.2019;03:15;03:30;2.472,285;1.696,294;775,991;
17.11.2019;03:30;03:45;2.431,819;1.691,793;740,026;
17.11.2019;03:45;04:00;2.396,939;1.692,909;704,03;
17.11.2019;04:00;04:15;2.361,609;1.693,565;668,044;
17.11.2019;04:15;04:30;2.331,389;1.701,256;630,133;
17.11.2019;04:30;04:45;2.304,638;1.712,408;592,23;
17.11.2019;04:45;05:00;2.278,702;1.724,361;554,341;
17.11.2019;05:00;05:15;2.261,164;1.744,693;516,471;
17.11.2019;05:15;05:30;2.260,495;1.777,183;483,312;
17.11.2019;05:30;05:45;2.262,443;1.812,284;450,159;
17.11.2019;05:45;06:00;2.265,241;1.848,23;417,011;
17.11.2019;06:00;06:15;2.228,807;1.844,933;383,874;
17.11.2019;06:15;06:30;2.239,141;1.876,065;363,076;
17.11.2019;06:30;06:45;2.252,859;1.910,587;342,272;
17.11.2019;06:45;07:00;2.266,982;1.945,509;321,473;
17.11.2019;07:00;07:15;2.218,732;1.990,836;227,896;
17.11.2019;07:15;07:30;2.247,887;2.031,379;216,508;
17.11.2019;07:30;07:45;2.279,617;2.074,476;205,141;
17.11.2019;07:45;08:00;2.314,299;2.120,51;193,789;
17.11.2019;08:00;08:15;2.349,514;2.167,058;182,456;
17.11.2019;08:15;08:30;2.377,702;2.208,391;169,311;
17.11.2019;08:30;08:45;2.409,068;2.252,89;156,178;
17.11.2019;08:45;09:00;2.441,531;2.298,477;143,054;
17.11.2019;09:00;09:15;2.474,395;2.344,456;129,939;
17.11.2019;09:15;09:30;2.499,914;2.382,168;117,746;
17.11.2019;09:30;09:45;2.528,737;2.423,143;105,594;
17.11.2019;09:45;10:00;2.564,676;2.471,198;93,478;
17.11.2019;10:00;10:15;2.608,851;2.527,461;81,39;
17.11.2019;10:15;10:30;2.669,642;2.598,112;71,53;
17.11.2019;10:30;10:45;2.733,152;2.671,458;61,694;
